state,value,date
Kentucky,"188,656,555",2010-04-01
Louisiana,"162,034,284",2010-04-01
Maine,"52,510,063",2010-04-01
Maryland,"240,816,758",2010-04-01
Massachusetts,"225,222,683",2010-04-01
Michigan,"357,840,984",2010-04-01
Minnesota,"203,093,711",2010-04-01
Mississippi,"141,915,694",2010-04-01
Missouri,"275,087,891",2010-04-01
Montana,"38,526,213",2010-04-01
Nebraska,"70,132,689",2010-04-01
Nevada,"91,070,259",2010-04-01
New Hampshire,"56,448,006",2010-04-01
New Jersey,"347,627,686",2010-04-01
New Mexico,"81,697,980",2010-04-01
New York,"439,787,471",2010-04-01
North Carolina,"375,418,513",2010-04-01
North Dakota,"33,869,611",2010-04-01
Ohio,"420,029,418",2010-04-01
Oklahoma,"160,328,926",2010-04-01
Oregon,"124,858,313",2010-04-01
Pennsylvania,"431,505,178",2010-04-01
Rhode Island,"32,635,551",2010-04-01
South Carolina,"225,065,879",2010-04-01
South Dakota,"28,495,310",2010-04-01
Tennessee,"262,577,009",2010-04-01
Texas,"1,019,821,772",2010-04-01
Utah,"86,494,625",2010-04-01
Vermont,"25,391,707",2010-04-01
Virginia,"275,682,383",2010-04-01
Washington,"225,037,338",2010-04-01
West Virginia,"33,395,433",2010-04-01
Wisconsin,"195,321,081",2010-04-01
Wyoming,"24,740,045",2010-04-01
Alabama,"222,806,268",2011-04-01
Alaska,"22,382,777",2011-04-01
Arizona,"223,141,994",2011-04-01
Arkansas,"116,627,550",2011-04-01
California,"1,206,021,253",2011-04-01
Colorado,"170,281,306",2011-04-01
Connecticut,"118,350,981",2011-04-01
Delaware,"35,576,025",2011-04-01
District of Columbia,"9,211,468",2011-04-01
Florida,"744,503,709",2011-04-01
Georgia,"382,828,779",2011-04-01
Hawaii,"35,520,405",2011-04-01
Idaho,"49,437,001",2011-04-01
Illinois,"404,259,751",2011-04-01
Indiana,"246,893,131",2011-04-01
Iowa,"140,385,199",2011-04-01
Kansas,"107,403,320",2011-04-01
Kentucky,"178,479,011",2011-04-01
Louisiana,"193,496,205",2011-04-01
Maine,"51,485,132",2011-04-01
Maryland,"221,989,308",2011-04-01
Massachusetts,"223,477,984",2011-04-01
Michigan,"322,149,624",2011-04-01
Minnesota,"197,701,890",2011-04-01
Mississippi,"130,544,089",2011-04-01
Missouri,"257,042,353",2011-04-01
Montana,"37,265,750",2011-04-01
Nebraska,"66,281,290",2011-04-01
Nevada,"88,461,256",2011-04-01
New Hampshire,"53,905,164",2011-04-01
New Jersey,"297,759,173",2011-04-01
New Mexico,"76,831,254",2011-04-01
New York,"373,748,334",2011-04-01
North Carolina,"361,717,775",2011-04-01
North Dakota,"33,532,839",2011-04-01
Ohio,"401,140,308",2011-04-01
Oklahoma,"161,623,264",2011-04-01
Oregon,"121,948,034",2011-04-01
Pennsylvania,"415,619,517",2011-04-01
Rhode Island,"30,525,380",2011-04-01
South Carolina,"219,694,579",2011-04-01
South Dakota,"27,233,221",2011-04-01
Tennessee,"267,794,927",2011-04-01
Texas,"1,034,277,942",2011-04-01
Utah,"85,441,290",2011-04-01
Vermont,"24,367,882",2011-04-01
Virginia,"289,244,787",2011-04-01
Washington,"223,903,240",2011-04-01
West Virginia,"106,562,447",2011-04-01
Wisconsin,"195,378,879",2011-04-01
Wyoming,"27,557,576",2011-04-01
Alabama,"218,218,505",2000-05-01
Alaska,"24,344,796",2000-05-01
Arizona,"207,264,007",2000-05-01
Arkansas,"125,486,001",2000-05-01
California,"1,163,507,414",2000-05-01
Colorado,"229,928,729",2000-05-01
Connecticut,"127,779,915",2000-05-01
Delaware,"55,986,759",2000-05-01
Dist. of Col.,"15,730,038",2000-05-01
Florida,"630,424,248",2000-05-01
Georgia,"413,181,699",2000-05-01
Hawaii,"38,139,031",2000-05-01
Idaho,"51,307,021",2000-05-01
Illinois,"482,053,127",2000-05-01
Indiana,"285,684,228",2000-05-01
Iowa,"140,663,275",2000-05-01
Kansas,"120,798,343",2000-05-01
Kentucky,"186,674,312",2000-05-01
Louisiana,"208,041,314",2000-05-01
Maine,"52,288,083",2000-05-01
Maryland,"222,671,820",2000-05-01
Massachusetts,"244,108,955",2000-05-01
Michigan,"438,033,331",2000-05-01
Minnesota,"232,064,971",2000-05-01
Mississippi,"144,719,618",2000-05-01
Missouri,"284,481,711",2000-05-01
Montana,"44,395,517",2000-05-01
Nebraska,"75,721,205",2000-05-01
Nevada,"81,224,959",2000-05-01
New Hampshire,"59,092,248",2000-05-01
New Jersey,"358,490,238",2000-05-01
New Mexico,"100,799,278",2000-05-01
New York,"515,954,166",2000-05-01
North Carolina,"365,441,762",2000-05-01
North Dakota,"29,769,721",2000-05-01
Ohio,"454,767,030",2000-05-01
Oklahoma,"149,016,370",2000-05-01
Oregon,"133,670,241",2000-05-01
Pennsylvania,"441,696,793",2000-05-01
Rhode Island,"35,462,580",2000-05-01
South Carolina,"200,417,533",2000-05-01
South Dakota,"40,984,445",2000-05-01
Tennessee,"241,868,803",2000-05-01
Texas,"954,226,501",2000-05-01
Utah,"89,232,112",2000-05-01
Vermont,"28,739,173",2000-05-01
Virginia,"337,045,051",2000-05-01
Washington,"234,198,638",2000-05-01
West Virginia,"72,279,468",2000-05-01
Wisconsin,"226,461,736",2000-05-01
Wyoming,"32,275,795",2000-05-01
Alabama,"213,960,448",2001-05-01
Alaska,"27,097,637",2001-05-01
Arizona,"211,093,454",2001-05-01
Arkansas,"129,368,185",2001-05-01
California,"1,194,403,301",2001-05-01
Colorado,"181,739,211",2001-05-01
Connecticut,"133,297,256",2001-05-01
Delaware,"51,513,975",2001-05-01
District of Columbia,"14,653,591",2001-05-01
Florida,"686,916,162",2001-05-01
Georgia,"404,898,365",2001-05-01
Hawaii,"35,054,725",2001-05-01
Idaho,"59,958,888",2001-05-01
Illinois,"469,344,003",2001-05-01
Indiana,"277,492,869",2001-05-01
Iowa,"135,029,930",2001-05-01
Kansas,"117,912,063",2001-05-01
Kentucky,"187,868,835",2001-05-01
Louisiana,"195,118,118",2001-05-01
Maine,"25,248,501",2001-05-01
Maryland,"217,320,662",2001-05-01
Massachusetts,"273,005,967",2001-05-01
Michigan,"442,728,905",2001-05-01
Minnesota,"227,084,796",2001-05-01
Mississippi,"137,495,929",2001-05-01
Missouri,"267,794,046",2001-05-01
Montana,"43,363,064",2001-05-01
Nebraska,"72,695,345",2001-05-01
Nevada,"83,551,075",2001-05-01
New Hampshire,"59,035,055",2001-05-01
New Jersey,"348,373,514",2001-05-01
New Mexico,"78,839,360",2001-05-01
New York,"527,147,656",2001-05-01
North Carolina,"362,668,250",2001-05-01
North Dakota,"30,158,462",2001-05-01
Ohio,"447,952,210",2001-05-01
Oklahoma,"144,999,804",2001-05-01
Oregon,"135,994,849",2001-05-01
Pennsylvania,"441,001,407",2001-05-01
Rhode Island,"33,623,746",2001-05-01
South Carolina,"197,569,062",2001-05-01
South Dakota,"36,546,296",2001-05-01
Tennessee,"225,413,049",2001-05-01
Texas,"943,952,674",2001-05-01
Utah,"87,697,358",2001-05-01
Vermont,"29,313,779",2001-05-01
Virginia,"334,791,176",2001-05-01
Washington,"235,551,805",2001-05-01
West Virginia,"81,782,200",2001-05-01
Wisconsin,"211,868,951",2001-05-01
Wyoming,"24,952,296",2001-05-01
Alabama,"218,328,508",2002-05-01
Alaska,"13,317,659",2002-05-01
Arizona,"224,428,798",2002-05-01
Arkansas,"129,797,760",2002-05-01
California,"1,349,797,329",2002-05-01
Colorado,"171,017,287",2002-05-01
Connecticut,"258,928,986",2002-05-01
Delaware,"60,474,722",2002-05-01
District of Columbia,"13,607,309",2002-05-01
Florida,"682,600,476",2002-05-01
Georgia,"432,449,717",2002-05-01
Hawaii,"45,416,950",2002-05-01
Idaho,"55,168,776",2002-05-01
Illinois,"447,978,684",2002-05-01
Indiana,"287,712,011",2002-05-01
Iowa,"145,466,462",2002-05-01
Kansas,"122,930,359",2002-05-01
Kentucky,"196,330,488",2002-05-01
Louisiana,"193,021,264",2002-05-01
Maine,"60,014,275",2002-05-01
Maryland,"222,663,108",2002-05-01
Massachusetts,"254,458,963",2002-05-01
Michigan,"445,672,169",2002-05-01
Minnesota,"246,079,210",2002-05-01
Mississippi,"145,824,076",2002-05-01
Missouri,"278,464,460",2002-05-01
Montana,"44,071,963",2002-05-01
Nebraska,"78,566,279",2002-05-01
Nevada,"83,551,075",2002-05-01
New Hampshire,"71,974,271",2002-05-01
New Jersey,"362,263,638",2002-05-01
New Mexico,"74,167,171",2002-05-01
New York,"544,786,273",2002-05-01
North Carolina,"385,935,402",2002-05-01
North Dakota,"31,355,947",2002-05-01
Ohio,"463,179,584",2002-05-01
Oklahoma,"181,655,717",2002-05-01
Oregon,"139,942,463",2002-05-01
Pennsylvania,"458,432,242",2002-05-01
Rhode Island,"35,890,292",2002-05-01
South Carolina,"208,942,754",2002-05-01
South Dakota,"40,057,324",2002-05-01
Tennessee,"291,822,272",2002-05-01
Texas,"1,012,277,106",2002-05-01
Utah,"88,601,062",2002-05-01
Vermont,"29,391,980",2002-05-01
Virginia,"310,705,254",2002-05-01
Washington,"240,822,601",2002-05-01
West Virginia,"73,809,327",2002-05-01
Wisconsin,"234,486,200",2002-05-01
Wyoming,"26,147,877",2002-05-01
Alabama,"220,881,405",2003-05-01
Alaska,"29,064,505",2003-05-01
Arizona,"227,310,010",2003-05-01
Arkansas,"129,723,598",2003-05-01
California,"1,355,715,510",2003-05-01
Colorado,"183,981,172",2003-05-01
Connecticut,"143,743,216",2003-05-01
Delaware,"39,920,909",2003-05-01
District of Columbia,"15,072,574",2003-05-01
Florida,"689,920,068",2003-05-01
Georgia,"430,109,759",2003-05-01
Hawaii,"39,284,818",2003-05-01
Idaho,"41,426,931",2003-05-01
Illinois,"456,908,346",2003-05-01
Indiana,"286,801,827",2003-05-01
Iowa,"144,122,766",2003-05-01
Kansas,"122,382,652",2003-05-01
Kentucky,"196,924,419",2003-05-01
Louisiana,"248,486,709",2003-05-01
Maine,"60,734,023",2003-05-01
Maryland,"232,893,143",2003-05-01
Massachusetts,"246,597,087",2003-05-01
Michigan,"459,374,066",2003-05-01
Minnesota,"241,722,682",2003-05-01
Mississippi,"174,081,374",2003-05-01
Missouri,"283,044,297",2003-05-01
Montana,"44,820,934",2003-05-01
Nebraska,"78,598,869",2003-05-01
Nevada,"91,584,745",2003-05-01
New Hampshire,"60,280,454",2003-05-01
New Jersey,"356,281,190",2003-05-01
New Mexico,"70,936,489",2003-05-01
New York,"512,946,644",2003-05-01
North Carolina,"382,431,088",2003-05-01
North Dakota,"32,217,012",2003-05-01
Ohio,"464,289,462",2003-05-01
Oklahoma,"158,975,995",2003-05-01
Oregon,"140,009,612",2003-05-01
Pennsylvania,"458,023,812",2003-05-01
Rhode Island,"35,998,158",2003-05-01
South Carolina,"208,001,016",2003-05-01
South Dakota,"40,937,840",2003-05-01
Tennessee,"284,082,691",2003-05-01
Texas,"1,015,048,374",2003-05-01
Utah,"88,883,034",2003-05-01
Vermont,"29,766,187",2003-05-01
Virginia,"235,212,797",2003-05-01
Washington,"242,505,168",2003-05-01
West Virginia,"57,683,136",2003-05-01
Wisconsin,"225,232,370",2003-05-01
Wyoming,"21,132,839",2003-05-01
Alabama,"223,632,414",2004-05-01
Alaska,"26,007,168",2004-05-01
Arizona,"231,059,898",2004-05-01
Arkansas,"128,558,100",2004-05-01
California,"1,365,227,161",2004-05-01
Colorado,"183,869,846",2004-05-01
Connecticut,"138,024,492",2004-05-01
Delaware,"36,880,053",2004-05-01
District of Columbia,"13,860,750",2004-05-01
Florida,"724,892,580",2004-05-01
Georgia,"402,299,684",2004-05-01
Hawaii,"44,575,376",2004-05-01
Idaho,"54,207,532",2004-05-01
Illinois,"459,591,105",2004-05-01
Indiana,"284,836,725",2004-05-01
Iowa,"139,337,879",2004-05-01
Kansas,"117,344,653",2004-05-01
Kentucky,"203,367,845",2004-05-01
Louisiana,"211,732,484",2004-05-01
Maine,"60,544,497",2004-05-01
Maryland,"238,956,231",2004-05-01
Massachusetts,"247,711,207",2004-05-01
Michigan,"427,476,668",2004-05-01
Minnesota,"233,692,785",2004-05-01
Mississippi,"137,894,645",2004-05-01
Missouri,"284,071,300",2004-05-01
Montana,"41,256,491",2004-05-01
Nebraska,"74,274,614",2004-05-01
Nevada,"93,692,007",2004-05-01
New Hampshire,"61,828,558",2004-05-01
New Jersey,"410,162,286",2004-05-01
New Mexico,"91,880,532",2004-05-01
New York,"516,057,786",2004-05-01
North Carolina,"425,388,034",2004-05-01
North Dakota,"30,263,525",2004-05-01
Ohio,"465,348,928",2004-05-01
Oklahoma,"183,970,485",2004-05-01
Oregon,"137,946,094",2004-05-01
Pennsylvania,"457,831,728",2004-05-01
Rhode Island,"36,333,761",2004-05-01
South Carolina,"214,746,598",2004-05-01
South Dakota,"35,716,207",2004-05-01
Tennessee,"267,730,390",2004-05-01
Texas,"1,009,806,064",2004-05-01
Utah,"87,097,419",2004-05-01
Vermont,"29,317,999",2004-05-01
Virginia,"325,020,935",2004-05-01
Washington,"229,706,960",2004-05-01
West Virginia,"106,546,085",2004-05-01
Wisconsin,"219,114,019",2004-05-01
Wyoming,"27,840,798",2004-05-01
Alabama,"228,525,483",2005-05-01
Alaska,"27,238,585",2005-05-01
Arizona,"241,880,233",2005-05-01
Arkansas,"125,402,909",2005-05-01
California,"1,375,408,011",2005-05-01
Colorado,"189,795,869",2005-05-01
Connecticut,"137,950,229",2005-05-01
Delaware,"39,206,919",2005-05-01
District of Columbia,"12,239,334",2005-05-01
Florida,"742,102,099",2005-05-01
Georgia,"440,632,048",2005-05-01
Hawaii,"48,792,339",2005-05-01
Idaho,"53,223,126",2005-05-01
Illinois,"451,084,191",2005-05-01
Indiana,"287,281,413",2005-05-01
Iowa,"140,607,969",2005-05-01
Kansas,"119,149,722",2005-05-01
Kentucky,"200,181,055",2005-05-01
Louisiana,"207,227,459",2005-05-01
Maine,"59,683,984",2005-05-01
Maryland,"241,523,115",2005-05-01
Massachusetts,"254,482,440",2005-05-01
Michigan,"430,575,140",2005-05-01
Minnesota,"239,337,893",2005-05-01
Mississippi,"136,983,798",2005-05-01
Missouri,"287,418,552",2005-05-01
Montana,"39,919,266",2005-05-01
Nebraska,"74,159,553",2005-05-01
Nevada,"98,703,890",2005-05-01
New Hampshire,"61,846,339",2005-05-01
New Jersey,"363,816,067",2005-05-01
New Mexico,"93,328,848",2005-05-01
New York,"491,833,712",2005-05-01
North Carolina,"401,404,957",2005-05-01
North Dakota,"32,372,466",2005-05-01
Ohio,"464,997,706",2005-05-01
Oklahoma,"179,992,207",2005-05-01
Oregon,"128,023,605",2005-05-01
Pennsylvania,"452,761,155",2005-05-01
Rhode Island,"36,795,510",2005-05-01
South Carolina,"223,708,967",2005-05-01
South Dakota,"36,347,181",2005-05-01
Tennessee,"275,633,710",2005-05-01
Texas,"1,015,390,200",2005-05-01
Utah,"92,327,553",2005-05-01
Vermont,"29,456,881",2005-05-01
Virginia,"326,685,297",2005-05-01
Washington,"234,660,350",2005-05-01
West Virginia,"74,335,487",2005-05-01
Wisconsin,"211,469,356",2005-05-01
Wyoming,"27,328,793",2005-05-01
Alabama,"218,731,463",2006-05-01
Alaska,"24,793,627",2006-05-01
Arizona,"238,622,207",2006-05-01
Arkansas,"123,206,743",2006-05-01
California,"1,339,344,138",2006-05-01
Colorado,"184,100,227",2006-05-01
Connecticut,"133,483,223",2006-05-01
Delaware,"38,750,370",2006-05-01
District of Columbia,"12,732,565",2006-05-01
Florida,"748,001,495",2006-05-01
Georgia,"424,130,240",2006-05-01
Hawaii,"53,754,661",2006-05-01
Idaho,"50,792,671",2006-05-01
Illinois,"444,678,438",2006-05-01
Indiana,"279,240,990",2006-05-01
Iowa,"146,984,465",2006-05-01
Kansas,"114,138,325",2006-05-01
Kentucky,"194,616,326",2006-05-01
Louisiana,"219,903,222",2006-05-01
Maine,"62,257,007",2006-05-01
Maryland,"232,052,739",2006-05-01
Massachusetts,"243,026,754",2006-05-01
Michigan,"424,444,305",2006-05-01
Minnesota,"236,700,507",2006-05-01
Mississippi,"141,801,848",2006-05-01
Missouri,"280,398,919",2006-05-01
Montana,"42,698,580",2006-05-01
Nebraska,"72,204,345",2006-05-01
Nevada,"97,029,554",2006-05-01
New Hampshire,"60,342,944",2006-05-01
New Jersey,"366,551,457",2006-05-01
New Mexico,"81,925,415",2006-05-01
New York,"509,946,362",2006-05-01
North Carolina,"392,926,177",2006-05-01
North Dakota,"30,581,626",2006-05-01
Ohio,"452,766,257",2006-05-01
Oklahoma,"172,395,052",2006-05-01
Oregon,"124,300,017",2006-05-01
Pennsylvania,"440,422,217",2006-05-01
Rhode Island,"36,212,299",2006-05-01
South Carolina,"178,038,506",2006-05-01
South Dakota,"37,187,326",2006-05-01
Tennessee,"266,826,883",2006-05-01
Texas,"1,028,701,307",2006-05-01
Utah,"90,262,189",2006-05-01
Vermont,"29,054,183",2006-05-01
Virginia,"329,898,111",2006-05-01
Washington,"231,436,264",2006-05-01
West Virginia,"71,874,682",2006-05-01
Wisconsin,"197,655,554",2006-05-01
Wyoming,"28,801,808",2006-05-01
Alabama,"221,028,020",2007-05-01
Alaska,"26,187,751",2007-05-01
Arizona,"239,267,374",2007-05-01
Arkansas,"126,584,248",2007-05-01
California,"1,350,251,459",2007-05-01
Colorado,"187,166,429",2007-05-01
Connecticut,"135,319,880",2007-05-01
Delaware,"39,589,133",2007-05-01
District of Columbia,"12,969,056",2007-05-01
Florida,"740,137,923",2007-05-01
Georgia,"433,025,855",2007-05-01
Hawaii,"49,847,175",2007-05-01
Idaho,"54,438,649",2007-05-01
Illinois,"426,895,737",2007-05-01
Indiana,"280,832,989",2007-05-01
Iowa,"147,053,939",2007-05-01
Kansas,"115,717,525",2007-05-01
Kentucky,"199,697,816",2007-05-01
Louisiana,"184,792,227",2007-05-01
Maine,"53,144,364",2007-05-01
Maryland,"250,161,822",2007-05-01
Massachusetts,"261,280,807",2007-05-01
Michigan,"411,571,363",2007-05-01
Minnesota,"234,361,770",2007-05-01
Mississippi,"147,016,002",2007-05-01
Missouri,"281,760,510",2007-05-01
Montana,"42,641,701",2007-05-01
Nebraska,"71,976,164",2007-05-01
Nevada,"99,502,233",2007-05-01
New Hampshire,"63,231,584",2007-05-01
New Jersey,"381,918,400",2007-05-01
New Mexico,"81,268,587",2007-05-01
New York,"482,195,334",2007-05-01
North Carolina,"393,029,195",2007-05-01
North Dakota,"31,224,477",2007-05-01
Ohio,"452,991,021",2007-05-01
Oklahoma,"170,472,567",2007-05-01
Oregon,"132,382,704",2007-05-01
Pennsylvania,"454,580,537",2007-05-01
Rhode Island,"37,008,364",2007-05-01
South Carolina,"244,146,535",2007-05-01
South Dakota,"36,795,560",2007-05-01
Tennessee,"268,391,827",2007-05-01
Texas,"1,037,354,697",2007-05-01
Utah,"95,900,628",2007-05-01
Vermont,"29,681,094",2007-05-01
Virginia,"338,878,097",2007-05-01
Washington,"234,243,696",2007-05-01
West Virginia,"41,922,090",2007-05-01
Wisconsin,"207,096,816",2007-05-01
Wyoming,"31,587,397",2007-05-01
Alabama,"219,594,369",2008-05-01
Alaska,"22,124,168",2008-05-01
Arizona,"233,897,524",2008-05-01
Arkansas,"123,554,251",2008-05-01
California,"1,285,866,470",2008-05-01
Colorado,"181,178,384",2008-05-01
Connecticut,"127,579,261",2008-05-01
Delaware,"37,190,489",2008-05-01
District of Columbia,"10,777,138",2008-05-01
Florida,"702,104,637",2008-05-01
Georgia,"410,856,951",2008-05-01
Hawaii,"48,223,077",2008-05-01
Idaho,"51,425,437",2008-05-01
Illinois,"448,804,533",2008-05-01
Indiana,"269,303,668",2008-05-01
Iowa,"141,632,238",2008-05-01
Kansas,"114,222,495",2008-05-01
Kentucky,"184,093,044",2008-05-01
Louisiana,"197,220,546",2008-05-01
Maine,"50,035,423",2008-05-01
Maryland,"261,172,935",2008-05-01
Massachusetts,"240,359,137",2008-05-01
Michigan,"393,031,608",2008-05-01
Minnesota,"227,938,044",2008-05-01
Mississippi,"142,607,227",2008-05-01
Missouri,"279,260,692",2008-05-01
Montana,"41,833,446",2008-05-01
Nebraska,"70,534,241",2008-05-01
Nevada,"96,400,674",2008-05-01
New Hampshire,"60,615,891",2008-05-01
New Jersey,"380,071,467",2008-05-01
New Mexico,"71,742,797",2008-05-01
New York,"476,639,323",2008-05-01
North Carolina,"377,341,510",2008-05-01
North Dakota,"28,861,942",2008-05-01
Ohio,"435,774,222",2008-05-01
Oklahoma,"101,568,764",2008-05-01
Oregon,"132,756,755",2008-05-01
Pennsylvania,"432,501,998",2008-05-01
Rhode Island,"34,513,330",2008-05-01
South Carolina,"247,337,207",2008-05-01
South Dakota,"35,418,051",2008-05-01
Tennessee,"289,017,720",2008-05-01
Texas,"1,028,456,149",2008-05-01
Utah,"92,080,119",2008-05-01
Vermont,"28,463,836",2008-05-01
Virginia,"286,788,755",2008-05-01
Washington,"233,893,650",2008-05-01
West Virginia,"100,449,429",2008-05-01
Wisconsin,"173,238,868",2008-05-01
Wyoming,"26,201,892",2008-05-01
Alabama,"220,539,739",2009-05-01
Alaska,"26,310,816",2009-05-01
Arizona,"230,168,419",2009-05-01
Arkansas,"124,697,499",2009-05-01
California,"1,292,957,551",2009-05-01
Colorado,"180,507,571",2009-05-01
Connecticut,"131,073,317",2009-05-01
Delaware,"39,054,029",2009-05-01
District of Columbia,"10,351,278",2009-05-01
Florida,"709,720,078",2009-05-01
Georgia,"419,972,762",2009-05-01
Hawaii,"40,880,985",2009-05-01
Idaho,"50,676,623",2009-05-01
Illinois,"411,058,078",2009-05-01
Indiana,"268,455,324",2009-05-01
Iowa,"144,600,274",2009-05-01
Kansas,"115,820,943",2009-05-01
Kentucky,"191,200,349",2009-05-01
Louisiana,"193,241,034",2009-05-01
Maine,"49,980,400",2009-05-01
Maryland,"276,793,469",2009-05-01
Massachusetts,"240,205,470",2009-05-01
Michigan,"393,265,817",2009-05-01
Minnesota,"222,580,831",2009-05-01
Mississippi,"141,865,519",2009-05-01
Missouri,"281,841,200",2009-05-01
Montana,"43,279,594",2009-05-01
Nebraska,"73,336,136",2009-05-01
Nevada,"96,207,833",2009-05-01
New Hampshire,"60,785,331",2009-05-01
New Jersey,"364,152,876",2009-05-01
New Mexico,"81,452,758",2009-05-01
New York,"518,464,725",2009-05-01
North Carolina,"382,068,401",2009-05-01
North Dakota,"32,727,420",2009-05-01
Ohio,"437,134,605",2009-05-01
Oklahoma,"150,831,036",2009-05-01
Oregon,"141,302,207",2009-05-01
Pennsylvania,"439,423,054",2009-05-01
Rhode Island,"35,486,066",2009-05-01
South Carolina,"232,690,450",2009-05-01
South Dakota,"25,887,742",2009-05-01
Tennessee,"296,583,232",2009-05-01
Texas,"1,040,517,155",2009-05-01
Utah,"93,008,127",2009-05-01
Vermont,"27,942,193",2009-05-01
Virginia,"344,852,976",2009-05-01
Washington,"235,548,877",2009-05-01
